# id x y z
8812
1872 5.87782 -0.818182 -0.363636
1873 5.87782 -0.909091 -0.272727
1874 5.87782 -0.909091 -0.181818
1875 5.87782 -0.181818 -0.818182
1876 5.87782 -0.181818 -0.727273
1877 5.87782 -0.272727 -0.727273
1878 5.87782 -0.363636 -0.636364
1879 5.87782 -0.363636 -0.545454
1880 5.87782 -0.454545 -0.545454
1881 5.87782 -0.545454 -0.454545
1882 5.87782 -0.545454 -0.363636
1883 5.87782 -0.636364 -0.363636
1884 5.87782 -0.727273 -0.272727
1885 5.87782 -0.727273 -0.181818
1886 5.87782 -0.818182 -0.181818
1887 5.87782 -0.909091 -0.090909
1888 5.87782 -0.909091 0
1889 5.87782 0 -0.818182
1890 5.87782 0 -0.727273
1891 5.87782 -0.090909 -0.727273
1892 5.87782 -0.181818 -0.636364
1893 5.87782 -0.181818 -0.545454
1894 5.87782 -0.272727 -0.545454
1895 5.87782 -0.363636 -0.454545
1896 5.87782 -0.363636 -0.363636
1897 5.87782 -0.454545 -0.363636
1898 5.87782 -0.545454 -0.272727
1899 5.87782 -0.545454 -0.181818
1900 5.87782 -0.636364 -0.181818
1901 5.87782 -0.727273 -0.090909
1902 5.87782 -0.727273 0
1903 5.87782 -0.818182 0
1904 5.87782 -0.909091 0.090909
1905 5.87782 -0.909091 0.181818
1906 5.87782 0.181818 -0.818182
1907 5.87782 0.181818 -0.727273
1908 5.87782 0.090909 -0.727273
1909 5.87782 0 -0.636364
1910 5.87782 0 -0.545454
1911 5.87782 -0.090909 -0.545454
1912 5.87782 -0.181818 -0.454545
1913 5.87782 -0.181818 -0.363636
1914 5.87782 -0.272727 -0.363636
1915 5.87782 -0.363636 -0.272727
1916 5.87782 -0.363636 -0.181818
1917 5.87782 -0.454545 -0.181818
1918 5.87782 -0.545454 -0.090909
1919 5.87782 -0.545454 0
1920 5.87782 -0.636364 0
1921 5.87782 -0.727273 0.090909
1922 5.87782 -0.727273 0.181818
1923 5.87782 -0.818182 0.181818
1924 5.87782 -0.909091 0.272727
1925 5.87782 -0.909091 0.363636
1926 5.87782 0.363636 -0.818182
1927 5.87782 0.363636 -0.727273
1928 5.87782 0.272727 -0.727273
1929 5.87782 0.181818 -0.636364
1930 5.87782 0.181818 -0.545454
1931 5.87782 0.090909 -0.545454
1932 5.87782 0 -0.454545
1933 5.87782 0 -0.363636
1934 5.87782 -0.090909 -0.363636
1935 5.87782 -0.181818 -0.272727
1936 5.87782 -0.181818 -0.181818
1937 5.87782 -0.272727 -0.181818
1938 5.87782 -0.363636 -0.090909
1939 5.87782 -0.363636 0
1940 5.87782 -0.454545 0
1941 5.87782 -0.545454 0.090909
1942 5.87782 -0.545454 0.181818
1943 5.87782 -0.636364 0.181818
1944 5.87782 -0.727273 0.272727
1945 5.87782 -0.727273 0.363636
1946 5.87782 -0.818182 0.363636
1947 5.87782 -0.909091 0.454545
1948 5.87782 -0.909091 0.545454
1949 5.87782 0.545454 -0.818182
1950 5.87782 0.545454 -0.727273
1951 5.87782 0.454545 -0.727273
1952 5.87782 0.363636 -0.636364
1953 5.87782 0.363636 -0.545454
1954 5.87782 0.272727 -0.545454
1955 5.87782 0.181818 -0.454545
1956 5.87782 0.181818 -0.363636
1957 5.87782 0.090909 -0.363636
1958 5.87782 0 -0.272727
1959 5.87782 0 -0.181818
1960 5.87782 -0.090909 -0.181818
1961 5.87782 -0.181818 -0.090909
1962 5.87782 -0.181818 0
1963 5.87782 -0.272727 0
1964 5.87782 -0.363636 0.090909
1965 5.87782 -0.363636 0.181818
1966 5.87782 -0.454545 0.181818
1967 5.87782 -0.545454 0.272727
1968 5.87782 -0.545454 0.363636
1969 5.87782 -0.636364 0.363636
1970 5.87782 -0.727273 0.454545
1971 5.87782 -0.727273 0.545454
1972 5.87782 -0.818182 0.545454
1973 5.87782 -0.909091 0.636364
1974 5.87782 -0.909091 0.727273
1975 5.87782 0.727273 -0.818182
1976 5.87782 0.636364 -0.727273
1977 5.87782 0.545454 -0.636364
1978 5.87782 0.454545 -0.545454
1979 5.87782 0.363636 -0.454545
1980 5.87782 0.272727 -0.363636
1981 5.87782 0.181818 -0.272727
1982 5.87782 0.090909 -0.181818
1983 5.87782 0 -0.090909
1984 5.87782 -0.090909 0
1985 5.87782 -0.181818 0.090909
1986 5.87782 -0.272727 0.181818
1987 5.87782 -0.363636 0.272727
1988 5.87782 -0.454545 0.363636
1989 5.87782 -0.545454 0.454545
1990 5.87782 -0.636364 0.545454
1991 5.87782 -0.727273 0.636364
1992 5.87782 -0.818182 0.727273
1993 5.87782 -0.909091 0.818182
1994 -5.36743 -1 -0.907807
1995 -5.87782 -1 -0.909091
1996 -4.15374 -1 -0.89101
1997 -4.71039 -1 -0.90606
1998 -3.08733 -1 -0.889755
1999 -3.80739 -1 -0.905985
2000 -2.01863 -1 -0.889755
2001 -2.73869 -1 -0.905985
2002 -0.949938 -1 -0.889755
2003 -1.67 -1 -0.905985
2004 0.118756 -1 -0.889755
2005 -0.601304 -1 -0.905985
2006 1.18745 -1 -0.889755
2007 0.46739 -1 -0.905985
2008 2.25237 -1 -0.892278
2009 1.53608 -1 -0.905985
2010 3.35965 -1 -0.905199
2011 2.601 -1 -0.901421
2012 4.38769 -1 -0.850684
2013 3.67836 -1 -0.899605
2014 -5.08379 -1 -0.855889
2015 -5.26643 -1 -0.700278
2016 -5.87782 -1 -0.727273
2017 -4.10974 -1 -0.795508
2018 -4.18199 -1 -0.703684
2019 -4.84362 -1 -0.741156
2020 -5.11701 -1 -0.627177
2021 -5.45294 -1 -0.513395
2022 -5.87782 -1 -0.545454
2023 -3.04075 -1 -0.794646
2024 -3.11311 -1 -0.703031
2025 -3.78206 -1 -0.72553
2026 -4.10689 -1 -0.612078
2027 -4.18184 -1 -0.520967
2028 -4.85286 -1 -0.547314
2029 -5.16101 -1 -0.438966
2030 -5.35052 -1 -0.299895
2031 -5.87782 -1 -0.363636
2032 -1.97206 -1 -0.794646
2033 -2.04441 -1 -0.703031
2034 -2.71337 -1 -0.72553
2035 -3.0382 -1 -0.612077
2036 -3.11314 -1 -0.520967
2037 -3.78486 -1 -0.546872
2038 -4.1069 -1 -0.430259
2039 -4.18184 -1 -0.339149
2040 -4.85565 -1 -0.366326
2041 -5.16885 -1 -0.257103
2042 -5.35051 -1 -0.117993
2043 -5.87782 -1 -0.181818
2044 -0.903366 -1 -0.794646
2045 -0.975716 -1 -0.703031
2046 -1.64467 -1 -0.72553
2047 -1.96951 -1 -0.612077
2048 -2.04445 -1 -0.520967
2049 -2.71617 -1 -0.546872
2050 -3.0382 -1 -0.430259
2051 -3.11314 -1 -0.339149
2052 -3.78486 -1 -0.365053
2053 -4.1069 -1 -0.248441
2054 -4.18184 -1 -0.157331
2055 -4.85072 -1 -0.180811
2056 -5.16884 -1 -0.0752136
2057 -5.35051 -1 0.0638254
2058 -5.87782 -1 0
2059 0.165328 -1 -0.794646
2060 0.0929775 -1 -0.703031
2061 -0.575979 -1 -0.72553
2062 -0.900813 -1 -0.612077
2063 -0.975752 -1 -0.520967
2064 -1.64747 -1 -0.546872
2065 -1.96951 -1 -0.430259
2066 -2.04445 -1 -0.339149
2067 -2.71617 -1 -0.365053
2068 -3.0382 -1 -0.248441
2069 -3.11314 -1 -0.157331
2070 -3.78486 -1 -0.183235
2071 -4.1069 -1 -0.0666226
2072 -4.18184 -1 0.0244876
2073 -4.85072 -1 0.00100729
2074 -5.16884 -1 0.106604
2075 -5.35051 -1 0.245643
2076 -5.87782 -1 0.181818
2077 1.23402 -1 -0.794646
2078 1.16168 -1 -0.70303
2079 0.492715 -1 -0.72553
2080 0.167881 -1 -0.612077
2081 0.0929456 -1 -0.520966
2082 -0.57878 -1 -0.546872
2083 -0.900813 -1 -0.430259
2084 -0.975749 -1 -0.339148
2085 -1.64747 -1 -0.365053
2086 -1.96951 -1 -0.248441
2087 -2.04444 -1 -0.15733
2088 -2.71617 -1 -0.183235
2089 -3.0382 -1 -0.0666225
2090 -3.11314 -1 0.0244881
2091 -3.78486 -1 -0.00141732
2092 -4.1069 -1 0.115196
2093 -4.18183 -1 0.206306
2094 -4.85072 -1 0.182825
2095 -5.16884 -1 0.288423
2096 -5.35044 -1 0.427478
2097 -5.87782 -1 0.363636
2098 2.30744 -1 -0.795234
2099 2.26388 -1 -0.703563
2100 1.56941 -1 -0.726899
2101 1.23503 -1 -0.614026
2102 0.496883 -1 -0.544691
2103 0.166336 -1 -0.432208
2104 -0.571809 -1 -0.362873
2105 -0.902358 -1 -0.250389
2106 -1.6405 -1 -0.181055
2107 -1.97105 -1 -0.0685714
2108 -2.7092 -1 0.000763465
2109 -3.03975 -1 0.113247
2110 -3.77789 -1 0.182582
2111 -4.10844 -1 0.295065
2112 -4.84734 -1 0.366541
2113 -5.16861 -1 0.470287
2114 -5.34344 -1 0.600334
2115 -5.87782 -1 0.545454
2116 3.39016 -1 -0.800008
2117 3.27727 -1 -0.72875
2118 2.69584 -1 -0.710036
2119 2.2103 -1 -0.5798
2120 1.58024 -1 -0.54255
2121 1.13515 -1 -0.368232
2122 0.511548 -1 -0.360731
2123 0.0664544 -1 -0.186414
2124 -0.557146 -1 -0.178913
2125 -1.00224 -1 -0.00459613
2126 -1.62584 -1 0.00290551
2127 -2.07093 -1 0.177222
2128 -2.69454 -1 0.184724
2129 -3.13963 -1 0.35904
2130 -3.76323 -1 0.366542
2131 -4.20831 -1 0.540856
2132 -4.8232 -1 0.553173
2133 -5.14464 -1 0.667618
2134 -5.28851 -1 0.761755
2135 -5.87782 -1 0.727273
2136 3.84936 -1 -0.700763
2137 3.4503 -1 -0.614931
2138 2.78125 -1 -0.520855
2139 2.38162 -1 -0.433061
2140 1.71255 -1 -0.339037
2141 1.31292 -1 -0.251243
2142 0.643858 -1 -0.157219
2143 0.24423 -1 -0.0694254
2144 -0.424836 -1 0.024599
2145 -0.824464 -1 0.112393
2146 -1.49353 -1 0.206417
2147 -1.89316 -1 0.294211
2148 -2.56223 -1 0.388235
2149 -2.96185 -1 0.476029
2150 -3.63092 -1 0.570053
2151 -4.03051 -1 0.657838
2152 -4.68078 -1 0.746914
2153 -5.17553 -1 0.806743
2154 -5.87782 -1 0.909091
2155 -5.87782 -0.86647 0.910079
2156 -5.87782 -0.73023 0.909128
2157 -5.87782 -0.545454 0.909091
2158 -5.87782 -0.636364 0.909091
2159 -5.87782 -0.363636 0.909091
2160 -5.87782 -0.454545 0.909091
2161 -5.87782 -0.181818 0.909091
2162 -5.87782 -0.272727 0.909091
2163 -5.87782 0 0.909091
2164 -5.87782 -0.090909 0.909091
2165 -5.87782 0.181818 0.909091
2166 -5.87782 0.090909 0.909091
2167 -5.87782 0.363636 0.909091
2168 -5.87782 0.272727 0.909091
2169 -5.87782 0.545454 0.909091
2170 -5.87782 0.454545 0.909091
2171 -5.87782 0.727273 0.909091
2172 -5.87782 0.636364 0.909091
2173 -5.87782 -0.913517 0.818219
2174 -5.87782 -0.909094 0.727273
2175 -5.87782 -0.727273 0.818182
2176 -5.87782 -0.727273 0.727273
2177 -5.87782 -0.818182 0.727273
2178 -5.87782 -0.909091 0.636364
2179 -5.87782 -0.909091 0.545454
2180 -5.87782 -0.545454 0.818182
2181 -5.87782 -0.545454 0.727273
2182 -5.87782 -0.636364 0.727273
2183 -5.87782 -0.727273 0.636364
2184 -5.87782 -0.727273 0.545454
2185 -5.87782 -0.818182 0.545454
2186 -5.87782 -0.909091 0.454545
2187 -5.87782 -0.909091 0.363636
2188 -5.87782 -0.363636 0.818182
2189 -5.87782 -0.363636 0.727273
2190 -5.87782 -0.454545 0.727273
2191 -5.87782 -0.545454 0.636364
2192 -5.87782 -0.545454 0.545454
2193 -5.87782 -0.636364 0.545454
2194 -5.87782 -0.727273 0.454545
2195 -5.87782 -0.727273 0.363636
2196 -5.87782 -0.818182 0.363636
2197 -5.87782 -0.909091 0.272727
2198 -5.87782 -0.909091 0.181818
2199 -5.87782 -0.181818 0.818182
2200 -5.87782 -0.181818 0.727273
2201 -5.87782 -0.272727 0.727273
2202 -5.87782 -0.363636 0.636364
2203 -5.87782 -0.363636 0.545454
2204 -5.87782 -0.454545 0.545454
2205 -5.87782 -0.545454 0.454545
2206 -5.87782 -0.545454 0.363636
2207 -5.87782 -0.636364 0.363636
2208 -5.87782 -0.727273 0.272727
2209 -5.87782 -0.727273 0.181818
2210 -5.87782 -0.818182 0.181818
2211 -5.87782 -0.909091 0.090909
2212 -5.87782 -0.909091 0
2213 -5.87782 0 0.818182
2214 -5.87782 0 0.727273
2215 -5.87782 -0.090909 0.727273
2216 -5.87782 -0.181818 0.636364
2217 -5.87782 -0.181818 0.545454
2218 -5.87782 -0.272727 0.545454
2219 -5.87782 -0.363636 0.454545
2220 -5.87782 -0.363636 0.363636
2221 -5.87782 -0.454545 0.363636
2222 -5.87782 -0.545454 0.272727
2223 -5.87782 -0.545454 0.181818
2224 -5.87782 -0.636364 0.181818
2225 -5.87782 -0.727273 0.090909
2226 -5.87782 -0.727273 0
2227 -5.87782 -0.818182 0
2228 -5.87782 -0.909091 -0.090909
2229 -5.87782 -0.909091 -0.181818
2230 -5.87782 0.181818 0.818182
2231 -5.87782 0.181818 0.727273
2232 -5.87782 0.090909 0.727273
2233 -5.87782 0 0.636364
2234 -5.87782 0 0.545454
2235 -5.87782 -0.090909 0.545454
2236 -5.87782 -0.181818 0.454545
2237 -5.87782 -0.181818 0.363636
2238 -5.87782 -0.272727 0.363636
2239 -5.87782 -0.363636 0.272727
2240 -5.87782 -0.363636 0.181818
2241 -5.87782 -0.454545 0.181818
2242 -5.87782 -0.545454 0.090909
2243 -5.87782 -0.545454 0
2244 -5.87782 -0.636364 0
2245 -5.87782 -0.727273 -0.090909
2246 -5.87782 -0.727273 -0.181818
2247 -5.87782 -0.818182 -0.181818
2248 -5.87782 -0.909091 -0.272727
2249 -5.87782 -0.909091 -0.363636
2250 -5.87782 0.363636 0.818182
2251 -5.87782 0.363636 0.727273
2252 -5.87782 0.272727 0.727273
2253 -5.87782 0.181818 0.636364
2254 -5.87782 0.181818 0.545454
2255 -5.87782 0.090909 0.545454
2256 -5.87782 0 0.454545
2257 -5.87782 0 0.363636
2258 -5.87782 -0.090909 0.363636
2259 -5.87782 -0.181818 0.272727
2260 -5.87782 -0.181818 0.181818
2261 -5.87782 -0.272727 0.181818
2262 -5.87782 -0.363636 0.090909
2263 -5.87782 -0.363636 0
2264 -5.87782 -0.454545 0
2265 -5.87782 -0.545454 -0.090909
2266 -5.87782 -0.545454 -0.181818
2267 -5.87782 -0.636364 -0.181818
2268 -5.87782 -0.727273 -0.272727
2269 -5.87782 -0.727273 -0.363636
2270 -5.87782 -0.818182 -0.363636
2271 -5.87782 -0.909091 -0.454545
2272 -5.87782 -0.909091 -0.545454
2273 -5.87782 0.545454 0.818182
2274 -5.87782 0.545454 0.727273
2275 -5.87782 0.454545 0.727273
2276 -5.87782 0.363636 0.636364
2277 -5.87782 0.363636 0.545454
2278 -5.87782 0.272727 0.545454
2279 -5.87782 0.181818 0.454545
2280 -5.87782 0.181818 0.363636
2281 -5.87782 0.090909 0.363636
2282 -5.87782 0 0.272727
2283 -5.87782 0 0.181818
2284 -5.87782 -0.090909 0.181818
2285 -5.87782 -0.181818 0.090909
2286 -5.87782 -0.181818 0
2287 -5.87782 -0.272727 0
2288 -5.87782 -0.363636 -0.090909
2289 -5.87782 -0.363636 -0.181818
2290 -5.87782 -0.454545 -0.181818
2291 -5.87782 -0.545454 -0.272727
2292 -5.87782 -0.545454 -0.363636
2293 -5.87782 -0.636364 -0.363636
2294 -5.87782 -0.727273 -0.454545
2295 -5.87782 -0.727273 -0.545454
2296 -5.87782 -0.818182 -0.545454
2297 -5.87782 -0.909091 -0.636364
2298 -5.87782 -0.909091 -0.727273
2299 -5.87782 0.727273 0.818182
2300 -5.87782 0.636364 0.727273
2301 -5.87782 0.545454 0.636364
2302 -5.87782 0.454545 0.545454
2303 -5.87782 0.363636 0.454545
2304 -5.87782 0.272727 0.363636
2305 -5.87782 0.181818 0.272727
2306 -5.87782 0.090909 0.181818
2307 -5.87782 0 0.090909
2308 -5.87782 -0.090909 0
2309 -5.87782 -0.181818 -0.090909
2310 -5.87782 -0.272727 -0.181818
2311 -5.87782 -0.363636 -0.272727
2312 -5.87782 -0.454545 -0.363636
2313 -5.87782 -0.545454 -0.454545
2314 -5.87782 -0.636364 -0.545454
2315 -5.87782 -0.727273 -0.636364
2316 -5.87782 -0.818182 -0.727273
2317 -5.87782 -0.909091 -0.818182
2318 5.51752 -0.871851 1
2319 5.34246 -0.724905 1
2320 5.32853 -0.817423 1
2321 5.34347 -0.541462 1
2322 5.34344 -0.632943 1
2323 5.34347 -0.359589 1
2324 5.34347 -0.450498 1
2325 5.34347 -0.177771 1
2326 5.34347 -0.26868 1
2327 5.34347 0.00404698 1
2328 5.34347 -0.086862 1
2329 5.34347 0.185865 1
2330 5.34347 0.094956 1
2331 5.34347 0.367683 1
2332 5.34347 0.276774 1
2333 5.34347 0.549501 1
2334 5.34347 0.458592 1
2335 5.33852 0.729822 1
2336 5.3434 0.641188 1
2337 4.82154 -0.908404 1
2338 4.28122 -0.909902 1
2339 4.80913 -0.726195 1
2340 4.27479 -0.723357 1
2341 4.27535 -0.816917 1
2342 3.75032 -0.927716 1
2343 3.21102 -0.909902 1
2344 4.80912 -0.544474 1
2345 4.27478 -0.541408 1
2346 4.27478 -0.632317 1
2347 3.74044 -0.72639 1
2348 3.2061 -0.723357 1
2349 3.20669 -0.816917 1
2350 2.68162 -0.927716 1
2351 2.14233 -0.909902 1
2352 4.80912 -0.362655 1
2353 4.27478 -0.359589 1
2354 4.27478 -0.450498 1
2355 3.74043 -0.544474 1
2356 3.20608 -0.541408 1
2357 3.20608 -0.632317 1
2358 2.67175 -0.72639 1
2359 2.1374 -0.723357 1
2360 2.13799 -0.816917 1
2361 1.61293 -0.927716 1
2362 1.07363 -0.909902 1
2363 4.80912 -0.180837 1
2364 4.27478 -0.177771 1
2365 4.27478 -0.26868 1
2366 3.74043 -0.362655 1
2367 3.20608 -0.359589 1
2368 3.20608 -0.450498 1
2369 2.67174 -0.544474 1
2370 2.13739 -0.541408 1
2371 2.13739 -0.632317 1
2372 1.60305 -0.72639 1
2373 1.06871 -0.723357 1
2374 1.0693 -0.816917 1
2375 0.544235 -0.927716 1
2376 0.00493896 -0.909902 1
2377 4.80912 0.000980821 1
2378 4.27478 0.00404697 1
2379 4.27478 -0.086862 1
2380 3.74043 -0.180837 1
2381 3.20608 -0.177771 1
2382 3.20608 -0.26868 1
2383 2.67174 -0.362655 1
2384 2.13739 -0.359589 1
2385 2.13739 -0.450498 1
2386 1.60304 -0.544474 1
2387 1.06869 -0.541408 1
2388 1.06869 -0.632317 1
2389 0.53436 -0.72639 1
2390 1.2382e-05 -0.723357 1
2391 0.000605847 -0.816917 1
2392 -0.524459 -0.927716 1
2393 -1.06376 -0.909902 1
2394 4.80912 0.182799 1
2395 4.27478 0.185865 1
2396 4.27478 0.094956 1
2397 3.74043 0.000980821 1
2398 3.20608 0.004047 1
2399 3.20608 -0.086862 1
2400 2.67174 -0.180837 1
2401 2.13739 -0.177771 1
2402 2.13739 -0.26868 1
2403 1.60304 -0.362655 1
2404 1.06869 -0.359589 1
2405 1.06869 -0.450498 1
2406 0.534347 -0.544474 1
2407 5.8456e-11 -0.541408 1
2408 8.58538e-10 -0.632317 1
2409 -0.534334 -0.72639 1
2410 -1.06868 -0.723357 1
2411 -1.06809 -0.816917 1
2412 -1.59315 -0.927716 1
2413 -2.13245 -0.909902 1
2414 4.80912 0.364617 1
2415 4.27478 0.367683 1
2416 4.27478 0.276774 1
2417 3.74043 0.182799 1
2418 3.20608 0.185865 1
2419 3.20608 0.094956 1
2420 2.67174 0.000980822 1
2421 2.13739 0.00404698 1
2422 2.13739 -0.086862 1
2423 1.60304 -0.180837 1
2424 1.06869 -0.177771 1
2425 1.06869 -0.26868 1
2426 0.534347 -0.362655 1
2427 5.84559e-11 -0.359589 1
2428 8.58539e-10 -0.450498 1
2429 -0.534347 -0.544474 1
2430 -1.06869 -0.541408 1
2431 -1.06869 -0.632317 1
2432 -1.60303 -0.72639 1
2433 -2.13738 -0.723357 1
2434 -2.13678 -0.816917 1
2435 -2.66185 -0.927716 1
2436 -3.20114 -0.909902 1
2437 4.80923 0.549052 1
2438 4.26983 0.547981 1
2439 4.2747 0.459368 1
2440 3.74043 0.364625 1
2441 3.20114 0.366162 1
2442 3.20601 0.27755 1
2443 2.67174 0.182807 1
2444 2.13244 0.184344 1
2445 2.13731 0.095732 1
2446 1.60304 0.000988683 1
2447 1.06375 0.00252618 1
2448 1.06862 -0.086086 1
2449 0.534347 -0.180829 1
2450 -0.00494602 -0.179292 1
2451 -7.4733e-05 -0.267904 1
2452 -0.534347 -0.362647 1
2453 -1.07364 -0.36111 1
2454 -1.06877 -0.449722 1
2455 -1.60304 -0.544466 1
2456 -2.14233 -0.542928 1
2457 -2.13746 -0.631541 1
2458 -2.67172 -0.726382 1
2459 -3.20622 -0.725287 1
2460 -3.20548 -0.816979 1
2461 -4.26668 -0.908323 1
2462 4.2747 0.633761 1
2463 3.74538 0.545701 1
2464 3.20601 0.451942 1
2465 2.67668 0.363883 1
2466 2.13731 0.270124 1
2467 1.60799 0.182065 1
2468 1.06862 0.0883057 1
2469 0.539293 0.000246786 1
2470 -7.47327e-05 -0.0935123 1
2471 -0.529401 -0.181571 1
2472 -1.06877 -0.27533 1
2473 -1.5981 -0.363389 1
2474 -2.13746 -0.457148 1
2475 -2.66679 -0.545208 1
2476 -3.20623 -0.638129 1
2477 -3.73632 -0.735244 1
2478 -4.28028 -0.818733 1
2479 -4.8025 -0.92484 1
2480 5.36743 1 -0.907807
2481 4.15374 1 -0.89101
2482 4.71039 1 -0.90606
2483 3.08733 1 -0.889755
2484 3.80739 1 -0.905985
2485 2.01863 1 -0.889755
2486 2.73869 1 -0.905985
2487 0.949938 1 -0.889755
2488 1.67 1 -0.905985
2489 -0.118756 1 -0.889755
2490 0.601304 1 -0.905985
2491 -1.18745 1 -0.889755
2492 -0.46739 1 -0.905985
2493 -2.25237 1 -0.892278
2494 -1.53608 1 -0.905985
2495 -3.35965 1 -0.905199
2496 -2.601 1 -0.901421
2497 -4.38769 1 -0.850684
2498 -3.67836 1 -0.899605
2499 5.08379 1 -0.855889
2500 5.26643 1 -0.700278
2501 4.10974 1 -0.795508
2502 4.18199 1 -0.703684
2503 4.84362 1 -0.741156
2504 5.11701 1 -0.627177
2505 5.45294 1 -0.513395
2506 3.04075 1 -0.794646
2507 3.11311 1 -0.703031
2508 3.78206 1 -0.72553
2509 4.10689 1 -0.612078
2510 4.18184 1 -0.520967
2511 4.85286 1 -0.547314
2512 5.16101 1 -0.438966
2513 5.35052 1 -0.299895
2514 1.97206 1 -0.794646
2515 2.04441 1 -0.703031
2516 2.71337 1 -0.72553
2517 3.0382 1 -0.612077
2518 3.11314 1 -0.520967
2519 3.78486 1 -0.546872
2520 4.1069 1 -0.430259
2521 4.18184 1 -0.339149
2522 4.85565 1 -0.366326
2523 5.16885 1 -0.257103
2524 5.35051 1 -0.117993
2525 0.903366 1 -0.794646
2526 0.975716 1 -0.703031
2527 1.64467 1 -0.72553
2528 1.96951 1 -0.612077
2529 2.04445 1 -0.520967
2530 2.71617 1 -0.546872
2531 3.0382 1 -0.430259
2532 3.11314 1 -0.339149
2533 3.78486 1 -0.365053
2534 4.1069 1 -0.248441
2535 4.18184 1 -0.157331
2536 4.85072 1 -0.180811
2537 5.16884 1 -0.0752136
2538 5.35051 1 0.0638254
2539 -0.165328 1 -0.794646
2540 -0.0929775 1 -0.703031
2541 0.575979 1 -0.72553
2542 0.900813 1 -0.612077
2543 0.975752 1 -0.520967
2544 1.64747 1 -0.546872
2545 1.96951 1 -0.430259
2546 2.04445 1 -0.339149
2547 2.71617 1 -0.365053
2548 3.0382 1 -0.248441
2549 3.11314 1 -0.157331
2550 3.78486 1 -0.183235
2551 4.1069 1 -0.0666226
2552 4.18184 1 0.0244876
2553 4.85072 1 0.00100729
2554 5.16884 1 0.106604
2555 5.35051 1 0.245643
2556 -1.23402 1 -0.794646
2557 -1.16168 1 -0.70303
2558 -0.492715 1 -0.72553
2559 -0.167881 1 -0.612077
2560 -0.0929456 1 -0.520966
2561 0.57878 1 -0.546872
2562 0.900813 1 -0.430259
2563 0.975749 1 -0.339148
2564 1.64747 1 -0.365053
2565 1.96951 1 -0.248441
2566 2.04444 1 -0.15733
2567 2.71617 1 -0.183235
2568 3.0382 1 -0.0666225
2569 3.11314 1 0.0244881
2570 3.78486 1 -0.00141732
2571 4.1069 1 0.115196
2572 4.18183 1 0.206306
2573 4.85072 1 0.182825
2574 5.16884 1 0.288423
2575 5.35044 1 0.427478
2576 -2.30744 1 -0.795234
2577 -2.26388 1 -0.703563
2578 -1.56941 1 -0.726899
2579 -1.23503 1 -0.614026
2580 -0.496883 1 -0.544691
2581 -0.166336 1 -0.432208
2582 0.571809 1 -0.362873
2583 0.902358 1 -0.250389
2584 1.6405 1 -0.181055
2585 1.97105 1 -0.0685714
2586 2.7092 1 0.000763465
2587 3.03975 1 0.113247
2588 3.77789 1 0.182582
2589 4.10844 1 0.295065
2590 4.84734 1 0.366541
2591 5.16861 1 0.470287
2592 5.34345 1 0.600341
2593 -3.39016 1 -0.800008
2594 -3.27727 1 -0.72875
2595 -2.69584 1 -0.710036
2596 -2.2103 1 -0.5798
2597 -1.58024 1 -0.54255
2598 -1.13515 1 -0.368232
2599 -0.511548 1 -0.360731
2600 -0.0664544 1 -0.186414
2601 0.557146 1 -0.178913
2602 1.00224 1 -0.00459613
2603 1.62584 1 0.00290551
2604 2.07093 1 0.177222
2605 2.69454 1 0.184724
2606 3.13963 1 0.35904
2607 3.76323 1 0.366542
2608 4.20831 1 0.540856
2609 4.82325 1 0.553152
2610 5.14537 1 0.66108
2611 5.282 1 0.771857
2612 -3.84936 1 -0.700763
2613 -3.4503 1 -0.614931
2614 -2.78125 1 -0.520855
2615 -2.38162 1 -0.433061
2616 -1.71255 1 -0.339037
2617 -1.31292 1 -0.251243
2618 -0.643858 1 -0.157219
2619 -0.24423 1 -0.0694254
2620 0.424836 1 0.024599
2621 0.824464 1 0.112393
2622 1.49353 1 0.206417
2623 1.89316 1 0.294211
2624 2.56223 1 0.388235
2625 2.96185 1 0.47603
2626 3.63115 1 0.570053
2627 4.03034 1 0.657932
2628 4.68173 1 0.745041
2629 5.15061 1 0.846987
2630 5.60708 0.874865 1
2631 -5.59859 0.899269 -1
2632 -5.07491 0.931113 -1
2633 5.59859 -0.899269 -1
2634 4.54195 -0.682764 -1
2635 3.47326 -0.500944 -1
2636 2.40456 -0.319126 -1
2637 1.33587 -0.137308 -1
2638 0.267174 0.0445102 -1
2639 -0.80152 0.226328 -1
2640 -1.87021 0.408146 -1
2641 -2.93891 0.589965 -1
2642 -4.00771 0.771959 -1
2643 5.07639 -0.75056 -1
2644 5.61087 -0.671143 -1
2645 4.0076 -0.568573 -1
2646 4.54195 -0.48807 -1
2647 5.0763 -0.567829 -1
2648 5.61064 -0.48959 -1
2649 2.93891 -0.386755 -1
2650 3.47326 -0.306251 -1
2651 4.0076 -0.386011 -1
2652 4.54195 -0.304546 -1
2653 5.0763 -0.38601 -1
2654 5.61064 -0.307771 -1
2655 1.87021 -0.204936 -1
2656 2.40456 -0.124433 -1
2657 2.93891 -0.204193 -1
2658 3.47326 -0.122728 -1
2659 4.0076 -0.204192 -1
2660 4.54195 -0.122728 -1
2661 5.0763 -0.204192 -1
2662 5.61064 -0.125953 -1
2663 0.80152 -0.0231184 -1
2664 1.33587 0.0573846 -1
2665 1.87021 -0.0223747 -1
2666 2.40456 0.0590897 -1
